PC1_float,PC2_float,PC3_float,PC4_float,PC5_float,PC6_float,PC7_float,PC8_float,PC9_float,PC10_float,PC11_float,PC12_float,PC1_code,PC2_code,PC3_code,PC4_code,PC5_code,PC6_code,PC7_code,PC8_code,PC9_code,PC10_code,PC11_code,PC12_code,Label
-1048244197.9181564,-38154912.64600317,778.9325431865782,31715.285096554828,2916.4212864623014,-1.179498567024738,-1.1354788770188116,-0.09996412062425197,-0.08084122322662494,-0.09770762623505375,-0.046743940575872944,-2.0844547290961658e-09,502,26627,2749,65390,10687,39198,32136,29084,30776,17792,36177,30250,DDoS
-1095201417.8260884,2321966.524510339,1008.4472752125087,31737.650385369125,3200.256411818352,-0.9213403924896174,-1.1241649990986737,-0.08970089735663767,-0.08137086462386937,-0.09886981721220017,-0.046887360840852876,-1.951292134221449e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-36190315.87302017,376687320.5595926,1441.7682706907976,31844.303921694176,894.3906450605116,-1.7634759320313913,4.646928207924297,0.21096315856245051,-0.3997346568198726,0.7659141217196456,0.32202991487822413,3.4264632993275956e-09,1265,27256,2757,65483,10555,39188,36334,29768,27051,31852,51844,31123,DDoS
-1176669767.4672492,6163793.129072458,1273.0995402671113,31749.079061941193,3326.31312491873,-0.8389197412696364,-1.1133961997217752,-0.08274144516363802,-0.08215040363694108,-0.09890292698025899,-0.047192138320254484,-1.8649463323177363e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1227838736.235653,-23564701.201458305,1412.065238956275,31742.29193767118,3278.3880528229884,-1.0715581019239844,-1.2148518054937945,-0.07489390614029923,-0.07576931124799217,-0.09714897855912724,-0.04886705898375898,-1.717031775420664e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1175885224.6548722,-19131827.37237954,1220.8307762880788,31738.523180108423,3187.64284410222,-0.9821644337143808,-1.1208695425397002,-0.08659323638214123,-0.08182766882644825,-0.09811687063956226,-0.04726657143056623,-1.9144333506560152e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1049168221.288119,-91634076.35221006,675.3550528956505,31693.31388395079,2624.3998400355367,-1.4766212129742113,-1.1464987832858116,-0.10828816502890792,-0.08047550104903027,-0.09607786302269877,-0.04684858768923239,-2.1937332316911196e-09,502,26627,2749,65390,10687,39198,32136,29084,30776,17792,36177,30250,DDoS
-890867554.9089105,-15661465.130126506,570.9735449806396,31707.3520248743,2834.6367451111255,-0.43313459816554767,-1.5839596154004727,0.3580970137780397,-0.04247301345121106,-0.11270164165160845,-0.055903296871456676,4.373864232394947e-09,692,26772,2746,65399,10702,39222,31812,30090,31229,17508,35808,31275,DDoS
-1237932521.3652894,-7293346.901428863,1439.229771674249,31750.932721603713,3330.888264904821,-0.8669335471368677,-1.1074799691885062,-0.08017893159127187,-0.08270228708000675,-0.09843947817480053,-0.04743510276962448,-1.835642608149869e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1152738441.0810907,-3227172.2304579467,1179.8291125312815,31742.284630588605,3245.6327408677143,-0.9120101919111282,-1.1216606930410142,-0.08579346667070464,-0.08164186702350144,-0.09861523132525057,-0.04716565297175679,-1.9019222863298175e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1164283952.4899676,-12430518.160383373,1197.7253395908415,31739.884665335077,3209.697308980725,-0.9539956918829383,-1.1214356009285682,-0.0863999282165252,-0.08173187759626992,-0.0983287042775926,-0.04721706120105784,-1.9109311281379672e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1217907426.478897,7931057.7432971895,1407.7971339025437,31754.76072594698,3391.0921075840506,-0.8015677145710586,-1.1119672971994492,-0.07890533874604178,-0.08228241698570142,-0.09888326041094858,-0.047402639248694145,-1.815230140206456e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1184429034.5553534,-19226444.408971354,1247.5847239871869,31739.516579094918,3198.1168541758025,-0.9762598214550823,-1.1198065928648866,-0.08594467163685515,-0.08190837676349265,-0.09810547935254593,-0.047298953613506445,-1.9064623860547366e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1223137533.2661176,-3873136.2143833786,1399.4518328001254,31750.55528854688,3330.7233058501124,-0.8592305982051157,-1.1088860115808299,-0.08076995320319658,-0.08256936445709355,-0.0985564892118726,-0.04737628318474307,-1.84234829128297e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1259904881.49068,-55756627.851668246,1411.029359774321,31733.60345333931,3091.689796258449,-1.117220715973092,-1.1111822628148815,-0.08638988587800445,-0.08280861593680393,-0.09696959334167626,-0.04755902272513146,-1.9202400352434134e-09,353,26591,2755,65399,10695,39198,32145,29109,30762,17808,36141,30272,DDoS
-1218043237.7558274,-19704708.127593264,1352.6304363401011,31743.38122883784,3238.7400284730948,-0.9536127285189763,-1.1156387426091936,-0.08341032246175228,-0.08222568620947272,-0.0980574951729331,-0.04742644529072293,-1.8753329962406383e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1229048100.624193,-14850631.671117038,1394.9155476619758,31746.772974624466,3275.792984637311,-0.9118303875604336,-1.1056087235836325,-0.0824466040912154,-0.08286449114737975,-0.09825373383361885,-0.04735180303036701,-1.8670133712096715e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1179777827.8431983,18502025.810160607,1308.8149311224201,31754.51228193938,3400.3609331846337,-0.7720458736831083,-1.1153565173651885,-0.08014152946045272,-0.08194353650742951,-0.09923729436642009,-0.04724956921601908,-1.828683864126887e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1180605800.1029763,2649442.9629312754,1278.442622315852,31748.10550307281,3311.982608714852,-0.8553076363706101,-1.1133697534412328,-0.08300976316996345,-0.08218029852707547,-0.09879398882708385,-0.04720998171183677,-1.8688388132041253e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1187154653.6784146,-27019611.248862848,1240.502855182605,31736.63233996465,3158.612912223257,-1.0171148134294352,-1.1205036184493027,-0.08700619911491103,-0.08191782681742281,-0.09786992326555705,-0.047315827037483604,-1.920839127587914e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-883311754.6741046,-888595.5437445045,353.2921495992964,31711.89355352249,2856.862092260616,-2.2890233982353716,-1.643295276747815,0.3925113669164799,-0.038814193437402264,-0.11400962960566932,-0.0569737337774846,4.850167808709147e-09,562,26759,2749,65409,10711,39182,31788,30186,31248,17500,35736,31368,DDoS
-1068410529.7881684,-86108265.22797777,747.1550916778347,31697.91771077177,2679.6634145008775,-1.4317276577022842,-1.1433388442276033,-0.10588976482908408,-0.08066931881092514,-0.09622365969078878,-0.04691668162545093,-2.1632729908235547e-09,502,26627,2749,65390,10687,39198,32136,29084,30776,17792,36177,30250,DDoS
-1077112121.322756,-65359254.51071337,815.2451156092961,31707.55542756879,2803.429672523899,-1.3075599150943482,-1.1354756615376893,-0.10216555295426588,-0.0810574801284069,-0.09686594803878273,-0.046876013363133184,-2.1161181029796966e-09,502,26627,2749,65390,10687,39198,32136,29084,30776,17792,36177,30250,DDoS
-1228730192.3603125,-9070063.504345998,1442.9427833863706,31748.40683609141,3357.583325069105,-0.9876972062242303,-1.208806609382213,-0.07279862947155558,-0.07607038355570987,-0.09761224422601739,-0.048802133606432596,-1.6909834423743515e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1178330460.0836668,6471983.060326874,1278.9567907225746,31749.406821879842,3330.1514584402876,-0.8359740661499443,-1.1131460014459436,-0.08256201956311326,-0.08216677674806609,-0.09891046954535815,-0.047198157311541866,-1.862685194384923e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1159125099.177658,-33538704.16683045,1137.8998844007854,31730.587246476003,3084.6070646233447,-1.070694378320467,-1.120903981835751,-0.09059219579289046,-0.08190091340113607,-0.09773438695002085,-0.04715926834699813,-1.9682707188150007e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1134113590.2654457,-76002362.10907368,973.5976965775924,31710.05455969421,2818.051533854653,-1.323285997390462,-1.1297202945539164,-0.09947442821572683,-0.08157491846313729,-0.09649084116830847,-0.04710049496373503,-2.084759553208624e-09,353,26591,2755,65399,10695,39198,32145,29109,30762,17808,36141,30272,DDoS
-1228169493.7449083,-7490521.145467266,1408.0438253995098,31749.67167170366,3317.2346240084726,-0.8753615337837582,-1.108735351243107,-0.08096993106682338,-0.08260942105443896,-0.09844337426524546,-0.047398356902188965,-1.8454164387367272e-09,382,26683,2755,65413,10716,39205,32147,29126,30765,17777,36148,30289,DDoS
-1238405501.6554732,-52654208.68308284,1349.4687322680418,31732.284831426703,3081.142071900472,-1.116309504918644,-1.113474735090809,-0.08755389809712633,-0.08261153816877691,-0.0970838309151611,-0.047475123024350196,-1.9340550511586595e-09,353,26591,2755,65399,10695,39198,32145,29109,30762,17808,36141,30272,DDoS
-1235726031.1245065,-53022777.09405239,1340.2771368710237,31731.80906686544,3075.6592912587075,-1.1203537800320928,-1.1138612457855894,-0.08782236861573278,-0.08258539087049181,-0.09707550577284024,-0.04746530312708552,-1.937422846425001e-09,353,26591,2755,65399,10695,39198,32145,29109,30762,17808,36141,30272,DDoS
154257042.4131794,321822367.0000886,-2223.2556715345286,31718.950786585883,3352.447644801852,0.18604652749477602,-1.3059767724610492,0.8038073344982066,-0.00398534342816996,0.809513323966189,0.23878095165799829,1.416717122304454e-08,1394,27148,2719,65395,10720,39228,32016,31053,31668,32572,48302,32807,DDoS
-672496830.0832233,269983448.70087063,276.943424398386,31798.624285027574,4070.47914603756,-0.6160928916848171,-1.6849060044324098,1.3577740288289224,0.02781706529487589,0.7967325280408092,0.22494770110038687,2.183627001945836e-08,775,27100,2745,65452,10775,39213,31742,32260,32040,32354,47719,34014,DDoS
-1568312072.9275577,-93666083.97023417,2304.560151972717,31756.385034698505,3219.468024247287,-2.2325039138951,-1.5535068716285876,0.4295669195088203,-0.046126907595482255,-0.11068614327425111,-0.05942076786551309,5.283114566350357e-09,83,26567,2767,65424,10716,39178,31836,30244,31178,17574,35635,31415,DDoS
-1552539254.056511,-99566290.22548825,2242.948538594924,31752.046067536183,3166.6034636247996,-2.2768493903861935,-1.5562800079382706,0.4273769937505614,-0.04596515857396759,-0.11052568348950334,-0.059366106931110996,5.2551589316518006e-09,105,26554,2765,65419,10710,39176,31833,30236,31182,17578,35640,31408,DDoS
-1575678448.8129807,-91373397.2682962,2333.496158757136,31758.190430249742,3243.55323636474,-2.2177326938217354,-1.5562718888704028,0.4308564019362817,-0.04593927605237451,-0.11071612746339601,-0.05950276540194899,5.3015581031683e-09,83,26567,2767,65424,10716,39178,31836,30244,31178,17574,35635,31415,DDoS
-1578193354.413406,-91467044.5901031,2341.238930406438,31758.455709465627,3246.2731618553753,-2.2163568853255424,-1.5559677870991502,0.4310365588504037,-0.04596289463674079,-0.11071080869829167,-0.05951235268667887,5.303760984489572e-09,83,26567,2767,65424,10716,39178,31836,30244,31178,17574,35635,31415,DDoS
-1559721108.490071,-100239604.33836511,2265.3359092586597,31752.606103263854,3174.081285495895,-2.2785460933923782,-1.5594641263473932,0.4281675062239667,-0.045769553041354924,-0.1104672422373271,-0.05944990669704653,5.266961392463608e-09,83,26567,2767,65424,10716,39178,31836,30244,31178,17574,35635,31415,DDoS
-1574528108.4054432,-91249886.35070628,2329.024103437914,31758.132512198936,3240.803744996978,-2.214526796191659,-1.55240184676477,0.4304448236143432,-0.04619084346292483,-0.11075209696702407,-0.059442232980638665,5.29433002714643e-09,83,26567,2767,65424,10716,39178,31836,30244,31178,17574,35635,31415,DDoS
-496587317.3415985,361919972.56265354,-92.86659581878712,31815.27878753563,4351.491275013003,-0.2422373478911246,-1.6947804534158433,1.3591242913344361,0.029289854261325313,0.7938095522770853,0.22569026767778722,2.186828693632314e-08,911,27235,2741,65464,10795,39221,31735,32263,32057,32307,47751,34019,DDoS
-1532838347.6189241,-108292091.65146983,2163.264801320693,31746.0672739804,3093.0883207069655,-2.3397052086791583,-1.5599247821388333,0.4244200897267534,-0.045760280201026224,-0.11028474559683868,-0.05929897621205649,5.21728531333254e-09,105,26554,2765,65419,10710,39176,31833,30236,31182,17578,35640,31408,DDoS
-380643245.0470307,360835085.6589525,-459.60475333751583,31800.79083837662,4198.22964754644,-0.33879893918180626,-1.7135197980906192,1.3502782113149223,0.030652278658540102,0.7937568643672867,0.2260716355151915,2.1761349918213722e-08,1000,27233,2737,65454,10784,39219,31721,32243,32073,32306,47767,34002,DDoS
-1517502171.1610346,-107566305.42248033,2117.4524887664306,31744.483214203778,3079.306444489409,-2.3506343208060207,-1.5657569523417445,0.4236891071005313,-0.04535437482486908,-0.110290675741236,-0.05929646058895177,5.210585392936109e-09,137,26546,2764,65414,10704,39175,31828,30227,31186,17580,35646,31400,DDoS
-1505333568.252308,-95121823.58325131,2103.0187121581525,31748.17455954448,3130.377720664378,-2.2878824876028863,-1.56162951804082,0.4244343716409513,-0.04552746945903978,-0.11070578400413758,-0.05918388569764932,5.219665724005854e-09,137,26546,2764,65414,10704,39175,31828,30227,31186,17580,35646,31400,DDoS
-1561076181.090358,-104239722.24256766,2261.5622942852547,31751.12035521199,3153.7479308899055,-2.2995494113703656,-1.559827431880147,0.42761922417769127,-0.045773987448255934,-0.11034637881719403,-0.05945840142027914,5.259539960752951e-09,83,26567,2767,65424,10716,39178,31836,30244,31178,17574,35635,31415,DDoS
-253188402.74890637,458935310.41917443,2291.565575861469,31904.44134914077,1627.6174853401988,-1.1474670639031226,4.685223675817046,0.24126713341519124,-0.4019622111072642,0.7636744567771739,0.3212788105371817,3.8134112792651425e-09,1098,27376,2766,65524,10606,39201,36362,29834,27025,31816,51812,31184,DDoS
-1541383869.621379,-100928708.00257832,5222.299068814911,31830.65544007984,120.77121778015498,-3.548748564192622,3.9775242299959404,0.27557789474532757,-0.405516885657816,-0.16726648183503823,0.015438518690672143,7.331096080424414e-10,107,26559,2798,65474,10501,39149,35849,29909,26983,16651,38818,30700,DDoS
-1531289383.8690193,-105004710.87215088,5184.309431613374,31827.75188928029,86.1881452454927,-3.5836902025420505,3.9737149451456455,0.27426968822104203,-0.40528397114682385,-0.16713839585882395,0.015445484331556902,7.173346322498132e-10,112,26552,2797,65472,10499,39149,35847,29906,26985,16654,38818,30698,DDoS
-1505116761.015886,-113217949.56709018,2068.7495522705435,31739.53952173258,3090.1475151693803,-1.2491549233576809,-1.0879819538534508,-0.07672090340844939,-0.08501004662809657,-0.09500710672023777,-0.04853455055871425,-1.810788871804218e-09,182,26537,2762,65407,10701,39197,32168,29132,30732,17829,36109,30291,DDoS
-248613724.87578464,425227320.07594776,-744.7171812336901,31810.272966833487,4441.669095226938,1.0583226518402038,-1.2414580193757427,0.8520142656396066,-0.008017455651442115,0.8068279108907844,0.23734493186559302,1.4778127991977029e-08,1133,27313,2733,65454,10794,39247,32057,31151,31628,32523,48251,32897,DDoS
-1469856857.3549485,-121287130.5538457,1941.318921999342,31731.95137746624,3000.23134069593,-1.320097169612855,-1.0934978074628436,-0.08077976394097253,-0.08465920904745332,-0.09480138241210406,-0.048408040957332865,-1.8621227115569852e-09,182,26537,2762,65407,10701,39197,32168,29132,30732,17829,36109,30291,DDoS
-1462477620.8273149,-111493356.29326421,1937.7494854713868,31735.09825582293,3044.787614509951,-1.2717277801252926,-1.0931196038144642,-0.07975302673768703,-0.08460989099356168,-0.09510137233572274,-0.048371886942346176,-1.847839521470804e-09,182,26537,2762,65407,10701,39197,32168,29132,30732,17829,36109,30291,DDoS
-342234165.82091236,282976196.41852856,-734.5444653345057,31762.89690514149,3779.0028083104044,0.3421849331600919,-1.2526567794577206,0.836389712365414,-0.008343170155667254,0.811202692048763,0.2368149974637569,1.4564087496703653e-08,1030,27119,2734,65428,10755,39233,32056,31127,31618,32590,48224,32872,DDoS
-180238369.2951541,409252226.98917794,-991.394378964133,31795.392979363874,4267.448488451351,0.915558750508737,-1.2561963437910961,0.8444322435156779,-0.007074228977055605,0.8072677578806086,0.2375339018208774,1.4684264885040026e-08,1133,27313,2733,65454,10794,39247,32057,31151,31628,32523,48251,32897,DDoS
-187077393.30761576,424375518.97644913,-895.1035743292164,31801.838966861622,4407.689349122138,0.882759045097439,-1.3532227378351513,0.8556668204325291,-0.0006421575577804511,0.8076108159050471,0.23612193461594655,1.4878828087873883e-08,1149,27328,2732,65455,10799,39245,31984,31169,31707,32530,48195,32922,DDoS
-258250321.7846954,359548768.3799672,-846.4524630101982,31784.354167962425,4091.5797700161547,0.7039804535297247,-1.2490109796157596,0.8420316913698123,-0.0079708289099895,0.8087997428026644,0.23725314122028907,1.464420303301092e-08,1133,27313,2733,65454,10794,39247,32057,31151,31628,32523,48251,32897,DDoS
-1440659987.655396,-96012976.07286704,1936.3942739028257,31738.164115805055,3150.4913733854273,-1.306971023375838,-1.1937310788229227,-0.07053346674883365,-0.07789475393127292,-0.09480234672091642,-0.049676676843043666,-1.677642050051235e-09,169,26535,2763,65407,10705,39195,32097,29153,30805,17842,36047,30318,DDoS
-1394412444.9685552,-79720530.54096915,1787.0124652046904,31739.975278290418,3132.545127719294,-1.147993877540804,-1.0974475970563928,-0.07985153752975027,-0.08403204209293684,-0.09611882821980527,-0.04808776667892811,-1.8437342746749022e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1406496856.765694,-81712611.99338916,1857.4234135481954,31739.932828062665,3185.4484211186673,-1.2539341515501743,-1.1961231992262265,-0.0708520199815671,-0.07760126363471724,-0.0952638217074146,-0.04953545994206121,-1.6791712006831814e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1409461398.1705015,-72408408.03737783,1886.5826241834939,31744.09759083987,3242.5661523954223,-1.2038718942436653,-1.1985065359221518,-0.06875900292392345,-0.07738666797962838,-0.09550769019026845,-0.04959490542623812,-1.6496588340067105e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1197537361.4759643,-88990737.61971523,1147.4860621146804,31712.362652115997,2827.9951855774716,-1.3470938158794326,-1.1234694481147465,-0.09666736677689525,-0.08214824999898522,-0.09603923061510672,-0.04735123469305691,-2.052365859631591e-09,353,26591,2755,65399,10695,39198,32145,29109,30762,17808,36141,30272,DDoS
-1386762195.709104,-62045905.55906074,1834.750567474003,31745.657914699295,3268.5933064295314,-1.1605020019880534,-1.1959826778577411,-0.06917236078331712,-0.07745567113341494,-0.09587115470511914,-0.04944427122332673,-1.6551949476847635e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-77164614.4020617,401216765.57799375,-1332.6191460249038,31779.624261889832,4090.4393286161985,0.7938015576695474,-1.2702447664874459,0.8351084019198491,-0.006081291281626197,0.8074044962009005,0.23791683044582024,1.456810066026615e-08,1218,27270,2728,65437,10773,39242,32045,31122,31640,32535,48268,32870,DDoS
-1338448340.435579,-60428744.59974196,1650.4227059102222,31741.13771997126,3168.9426787852126,-1.087263864318321,-1.1059164055227104,-0.08070653479556367,-0.08328038231261285,-0.09672015135321471,-0.04791599679597991,-1.8488536716800525e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1305906985.2554681,-68907709.86795893,1530.7410939050449,31733.70910017289,3080.263708175278,-1.1584176231363497,-1.111144715572529,-0.08462106641331169,-0.08295442805670843,-0.09649945942952426,-0.047800110865622525,-1.8984787541622416e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1371933201.2994246,-59300937.47314206,1758.2914565296599,31745.649021027202,3218.263584737514,-1.055871912918037,-1.1015504760423858,-0.07791981456438546,-0.08359983862481839,-0.09672027881219852,-0.04804164579274928,-1.814347602590611e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1134737167.515118,-94946524.59862697,1182.283666011235,31703.01009166504,2768.891735369173,0.455681229163023,-1.0837525768428116,-0.1344281766104204,-0.08440073951875242,-0.09496136854251572,-0.04617229709935755,-2.562737080673327e-09,471,26568,2753,65383,10679,39234,32167,29008,30742,17828,36207,30174,DDoS
-1347448576.6844134,-55448906.00171562,1687.7316364859403,31744.30893492962,3206.060343693385,-1.0496878100931522,-1.1001203362049046,-0.07953571214586763,-0.08363826683308555,-0.09689103027035623,-0.04788974856020434,-1.8357822574053228e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1325199983.4879036,-58890324.57085118,1610.643974003247,31740.201357135986,3158.431708546602,-1.0853667882595497,-1.1033805320827847,-0.08182718191658467,-0.0834203565673312,-0.09681051921705203,-0.0478085316507697,-1.864576794245203e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1361417754.793534,-75749750.73674111,1727.2546754876744,31736.944418334555,3160.3399741530848,-1.255008478292993,-1.2010023342312175,-0.07338126635043907,-0.077186900070825,-0.09548715309278583,-0.04935999913078448,-1.7093196999053176e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1343220415.6371498,-76193481.07909197,1632.6654859133223,31735.243762303777,3086.1254099623857,-1.1670757624683699,-1.103421394570453,-0.08325387929717831,-0.08355467787873287,-0.09627551657278482,-0.04789124711533099,-1.8850423006503842e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1349576663.079604,-66461197.51125074,1672.2894231124283,31740.02505022315,3148.020412661702,-1.1087148966024145,-1.1013222412614516,-0.08116966791121094,-0.08363530044778549,-0.09655990058454605,-0.04790707604393818,-1.857747053153337e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1348070647.9167194,-59996709.030021854,1717.9456168909564,31741.797365415063,3232.0562948280713,-1.1817099669622948,-1.2045784147856942,-0.07150228394073121,-0.076831377724961,-0.09594003435181436,-0.049352338189200484,-1.6813636267812631e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1269146873.9313722,-71350938.76047894,1408.804332065384,31728.289752048746,3017.5167340883654,-1.1961237153984516,-1.1121001615578392,-0.08821962695900976,-0.08286339627163423,-0.09649444288122572,-0.04760710837977977,-1.945382816485936e-09,353,26591,2755,65399,10695,39198,32145,29109,30762,17808,36141,30272,DDoS
-1264461871.034845,-69039030.92075348,1398.6802920172154,31728.676966830055,3024.2467958442066,-1.1869190749594143,-1.112381385373004,-0.08820599166023968,-0.08282388458850413,-0.0965682083989216,-0.04758744674963311,-1.9448279196252322e-09,353,26591,2755,65399,10695,39198,32145,29109,30762,17808,36141,30272,DDoS
-1351888398.5977788,-76973355.03912148,1658.4324989005004,31735.969592956048,3092.977176674438,-1.164850407110582,-1.1024342739454662,-0.08270763120648283,-0.08363512309959435,-0.0962435284978222,-0.04792467633465125,-1.8784460259222706e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-54030699.498734474,395779043.0552683,-1418.7002638683102,31774.646817144596,4026.7520059587187,0.7532483163924424,-1.2658861153804373,0.8317372295274461,-0.006375209236929177,0.8074815072623155,0.23811187024049196,1.452131521135044e-08,1218,27270,2728,65437,10773,39242,32045,31122,31640,32535,48268,32870,DDoS
-1312187523.687141,-68355838.49906096,1550.5652540846618,31734.725752395017,3089.442249817096,-1.1472648893160642,-1.1062820286708972,-0.08438512518746866,-0.0832772622855709,-0.09654077743390616,-0.04776731207052265,-1.8976611969894292e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1340311506.7204773,-48463134.65370253,1715.5853156095595,31745.645917902497,3283.775255619802,-1.1206568710421951,-1.200017453116241,-0.07056315365067445,-0.07704431594948617,-0.09632350873081202,-0.04925720234088149,-1.6700483947661767e-09,292,26653,2759,65417,10719,39204,32154,29138,30754,17789,36127,30300,DDoS
-1348586058.4746897,-75839587.11253147,1650.298840384715,31736.03806689989,3094.9844089040753,-1.1610920940191738,-1.1026986808780965,-0.08277903726742963,-0.08360623138163685,-0.0962807106121874,-0.047911235260865936,-1.8791355832643694e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1307582282.6163065,-37247405.451902196,1598.6228613439025,31746.997165389956,3255.2082859545235,-0.979462614243288,-1.102709742207444,-0.07966008985956397,-0.08329895960043814,-0.0974747702228273,-0.04772368110112701,-1.8342672176300752e-09,292,26653,2759,65417,10719,39204,32154,29138,30754,17789,36127,30300,DDoS
-1300758464.175596,-71367070.08743195,1508.4641538024548,31732.102975722482,3058.113060506479,-1.1724384785464022,-1.108122739011905,-0.08576541080306666,-0.08316271192143558,-0.09646227256215972,-0.0477266390737936,-1.915162876059479e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1345777781.7452304,-69177473.19804068,1654.8446905309033,31738.445915905584,3128.139478195403,-1.1265262143428068,-1.1021630225508245,-0.08190874204253895,-0.08359362412804665,-0.09648255891797447,-0.04789500262321411,-1.8673031104001403e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1345126486.748288,-66656327.26280077,1657.862527359836,31739.4068367511,3141.2159039646367,-1.1131360050748516,-1.1019085168501628,-0.08154741867041271,-0.08359274935808807,-0.09655853199631353,-0.047890415281048204,-1.8624315572393175e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1383933429.8278368,-97624191.13492937,1719.0410521115803,31731.29609253312,3022.1952662464,-1.2578334476074717,-1.1051547706113036,-0.0832489754559892,-0.08363302261844667,-0.09556332753901836,-0.048119316679422486,-1.886388803343718e-09,182,26537,2762,65407,10701,39197,32168,29132,30732,17829,36109,30291,DDoS
-1366077160.3516467,-84061263.04435323,1690.013018663663,31734.73120060873,3074.069840240907,-1.1965926289902473,-1.1055924496030018,-0.08242065303185087,-0.08349240385451022,-0.0959864248643662,-0.048040374300325484,-1.8739180996016756e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1325357260.3292441,-63292624.42372769,1603.3765825533758,31738.374870456537,3136.28766517682,-1.1128761682380244,-1.107946680217957,-0.0821919161021577,-0.08315040259861221,-0.09664771473031747,-0.0478689158377561,-1.8676248952134418e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1320887492.7229936,-45276130.38281778,1661.8325887816038,31744.58280274988,3278.3160868871255,-1.1211102152113144,-1.2060357417128669,-0.07120969280023914,-0.07660486726763187,-0.09640706647626901,-0.04923715700554854,-1.6752964527239615e-09,292,26653,2759,65417,10719,39204,32154,29138,30754,17789,36127,30300,DDoS
-1340534892.3217807,-102462098.04871352,1571.3515523407573,31724.08709997745,2937.687708604295,-1.313715848921274,-1.1072655439074721,-0.08775475211188255,-0.08347410026651818,-0.09549342362107976,-0.04790323396610652,-1.9448656893767018e-09,259,26591,2759,65409,10706,39200,32157,29130,30747,17810,36122,30291,DDoS
-1089055956.7750335,-97877144.72049451,1052.584024390272,31696.328342937362,2698.980104390166,0.35859104262283115,-1.1018361741041154,-0.13775719380337137,-0.08320185126816963,-0.09481637232070564,-0.046167171874821666,-2.5985078079618757e-09,471,26568,2753,65383,10679,39234,32167,29008,30742,17828,36207,30174,DDoS
